"site","year","plot","rep_block","crop","rip","rip_depth","mix","organic","organic_rate","fertiliser","fertiliser_rate","other_ameliorant","other_rate","placement","establishment","yield","dry_biomass","comments...19","old descriptors - to be removed","comments...21","Rip_depth_jax","placement_jax","amendment","Descriptors","Repellence","Acidity","Physical","Nutrient","other","Amelioration_Date","Amelioration_Year","Latitude","Longitude","yr_post_amelioration","sowing_date","harvest_date","previous_crop","site_year","met_name_number","rain","decile","grouping","modification","non_wetting","acidic","physical","rainfall_mean_annual","site_numb"
"Kooloonong_lupin",2019,NA,4,"lupin","rip",500,"none","none","NA","none","NA","none","NA","NA","18.75","2.3297619047619045","5.4369047619047617",NA,"Ripped No OM",NA,50,NA,"none","Rip.50_none",0,0,2,1,"0",NA,2019,-34.64,143.56,0,2019-05-09,2019-12-02,NA,"Kooloonong_lupin_2019","BALRANALD (RSL)_049002",117.725,"decile 1","deep ripping > 40cm no amendment","deep ripping","green","green","red","323.1","049002"
"Kooloonong_lupin",2019,NA,4,"lupin","rip",500,"none","chicken_compost","5","none","NA","none","NA","surface","16.071428571428569","2.2130952380952382","6.548214285714284",NA,"Ripped + OM",NA,50,"surface","Cl.surface","Rip.50_Cl.surface",0,0,2,1,"0",NA,2019,-34.64,143.56,0,2019-05-09,2019-12-02,NA,"Kooloonong_lupin_2019","BALRANALD (RSL)_049002",117.725,"decile 1","deep ripping > 40cm amendment","deep ripping","green","green","red","323.1","049002"
"Kooloonong_lupin",2019,NA,4,"lupin","none",NA,"none","chicken_compost","5","none","NA","none","NA","surface","15.178571428571427","1.5214285714285714","3.4196428571428563",NA,"No Rip + OM",NA,NA,"surface","Cl.surface","Unmodified_Cl.surface",0,0,2,1,"0",NA,2019,-34.64,143.56,0,2019-05-09,2019-12-02,NA,"Kooloonong_lupin_2019","BALRANALD (RSL)_049002",117.725,"decile 1","amendment only","no modification","green","green","red","323.1","049002"
"Kooloonong_lupin",2019,NA,4,"lupin","none",NA,"none","none","NA","none","NA","none","NA","NA","40.178571428571423","1.8761904761904764","5.8529761904761903",NA,"No Rip No OM",NA,NA,NA,"none","Control",0,0,2,1,"0",NA,2019,-34.64,143.56,0,2019-05-09,2019-12-02,NA,"Kooloonong_lupin_2019","BALRANALD (RSL)_049002",117.725,"decile 1","control","control","green","green","red","323.1","049002"
"Tempy",2019,NA,1,"barley","none",NA,"none","none","NA","none","NA","none","NA","NA","74.107142857142861","1.4753401360544218","4.5476190476190466",NA,"Control",NA,NA,NA,"none","Control",1,0,2,1,"0",NA,2019,-35.07,142.31,0,2019-05-22,2019-12-20,NA,"Tempy_2019","OUYEN (POST OFFICE)_076047",149.3,"decile 2","control","control","orange","green","red","328.4","076047"
"Tempy",2019,NA,2,"barley","none",NA,"none","none","NA","none","NA","none","NA","NA","104.01785714285714","1.9387755102040816","5.1607142857142856",NA,"Control",NA,NA,NA,"none","Control",1,0,2,1,"0",NA,2019,-35.07,142.31,0,2019-05-22,2019-12-20,NA,"Tempy_2019","OUYEN (POST OFFICE)_076047",149.3,"decile 2","control","control","orange","green","red","328.4","076047"
"Tempy",2019,NA,3,"barley","none",NA,"none","none","NA","none","NA","none","NA","NA","95.535714285714292","1.5518707482993197","3.9928571428571429",NA,"Control",NA,NA,NA,"none","Control",1,0,2,1,"0",NA,2019,-35.07,142.31,0,2019-05-22,2019-12-20,NA,"Tempy_2019","OUYEN (POST OFFICE)_076047",149.3,"decile 2","control","control","orange","green","red","328.4","076047"
"Tempy",2019,NA,4,"barley","none",NA,"none","none","NA","none","NA","none","NA","NA","98.660714285714292","1.4838435374149661","3.6285714285714286",NA,"Control",NA,NA,NA,"none","Control",1,0,2,1,"0",NA,2019,-35.07,142.31,0,2019-05-22,2019-12-20,NA,"Tempy_2019","OUYEN (POST OFFICE)_076047",149.3,"decile 2","control","control","orange","green","red","328.4","076047"
"Tempy",2019,NA,1,"barley","rip",500,"none","none","NA","none","NA","none","NA","NA","83.482142857142861","2.3724489795918364","7.0547619047619046",NA,"Deep rip",NA,50,NA,"none","Rip.50_none",1,0,2,1,"0",NA,2019,-35.07,142.31,0,2019-05-22,2019-12-20,NA,"Tempy_2019","OUYEN (POST OFFICE)_076047",149.3,"decile 2","deep ripping > 40cm no amendment","deep ripping","orange","green","red","328.4","076047"
"Tempy",2019,NA,2,"barley","rip",500,"none","none","NA","none","NA","none","NA","NA","75.446428571428569","2.3341836734693882","6.4095238095238081",NA,"Deep rip",NA,50,NA,"none","Rip.50_none",1,0,2,1,"0",NA,2019,-35.07,142.31,0,2019-05-22,2019-12-20,NA,"Tempy_2019","OUYEN (POST OFFICE)_076047",149.3,"decile 2","deep ripping > 40cm no amendment","deep ripping","orange","green","red","328.4","076047"
